driver_id,full_name,phone,license_number,vehicle_brand,vehicle_plate,rating,driver_status,joined_at,updated_at
DRV003566,Trần Khánh,0769033062,GPLX-73367001,Mitsubishi,60A-35666,4.76,offline,2024-06-08 09:35:14,2026-08-06 09:35:14
DRV003357,Đặng Vân,0454617973,GPLX-68447572,Toyota,76A-10551,4.92,offline,2023-12-06 09:35:14,2026-08-02 09:35:14
DRV002745,Đỗ Nga,0658740684,GPLX-44331188,Hyundai,53A-37814,4.38,available,2026-04-25 09:35:14,2026-08-04 09:35:14
DRV003892,Lê Việt,0484071769,GPLX-47570572,Mitsubishi,41A-34148,3.74,available,2023-08-13 09:35:14,2026-08-05 09:35:14
DRV000997,Huỳnh Quân,0906851443,GPLX-51029879,Honda,55A-32798,4.47,available,2024-02-19 09:35:14,2026-08-02 09:35:14
DRV001680,Nguyễn Dũng,0714106264,GPLX-92430046,Kia,50A-47728,3.69,offline,2025-08-07 09:35:14,2026-07-31 09:35:14
DRV000154,Huỳnh Chiến,0607768228,GPLX-59198979,VinFast,17A-87755,4.12,offline,2026-01-02 09:35:14,2026-08-06 09:35:14
DRV003148,Vũ Yến,0677759286,GPLX-62079459,Ford,15A-13454,4.17,suspended,2023-12-08 09:35:14,2026-08-05 09:35:14
DRV003716,Dương Tuấn,0838877814,GPLX-13701860,Ford,76A-38037,3.89,available,2025-01-13 09:35:14,2026-08-05 09:35:14
DRV002909,Hoàng Quân,0510795294,GPLX-94259673,Hyundai,16A-28625,3.66,available,2025-11-11 09:35:14,2026-08-06 09:35:14
DRV002838,Phan Linh,0648260204,GPLX-73153148,Mitsubishi,49A-85118,4.21,offline,2023-07-25 09:35:14,2026-08-05 09:35:14
DRV000581,Vũ Hoàng,0801803380,GPLX-62856314,VinFast,84A-88733,4.67,available,2023-10-08 09:35:14,2026-08-03 09:35:14
DRV001471,Võ Nam,0750416100,GPLX-24953736,Mazda,35A-32670,3.81,available,2024-03-20 09:35:14,2026-08-02 09:35:14
DRV000704,Huỳnh Bình,0700794715,GPLX-42969697,Hyundai,12A-77286,3.88,available,2022-10-09 09:35:14,2026-08-03 09:35:14
DRV001213,Bùi Trung,0680502121,GPLX-29024373,Toyota,43A-93789,4.62,available,2023-07-03 09:35:14,2026-08-04 09:35:14
DRV003344,Đặng Mai,0974099135,GPLX-12529007,VinFast,43A-84260,4.48,busy,2024-09-26 09:35:14,2026-08-06 09:35:14
DRV000897,Bùi Nga,0490674798,GPLX-32215436,Ford,58A-46604,4.4,offline,2023-04-06 09:35:14,2026-08-02 09:35:14
DRV003309,Đặng Thảo,0420043985,GPLX-65733223,Honda,74A-17502,3.72,available,2025-07-15 09:35:14,2026-08-01 09:35:14
DRV000488,Đỗ Trang,0594608897,GPLX-80264997,Mazda,69A-27192,4.64,available,2023-04-18 09:35:14,2026-08-06 09:35:14
DRV000560,Hoàng Nam,0519924661,GPLX-17726251,Kia,71A-92365,4.37,busy,2023-09-10 09:35:14,2026-08-02 09:35:14
DRV001142,Bùi Long,0563137661,GPLX-14089444,Mitsubishi,11A-33021,4.38,busy,2024-12-10 09:35:14,2026-08-04 09:35:14
DRV001120,Hoàng Nam,0319945011,GPLX-12434178,Hyundai,42A-65180,3.87,offline,2025-01-27 09:35:14,2026-08-01 09:35:14
DRV002850,Hoàng Sơn,0586479812,GPLX-50363209,Mitsubishi,20A-93623,4.48,busy,2022-03-22 09:35:14,2026-08-04 09:35:14
DRV000513,Hồ Việt,0864178115,GPLX-92833483,Ford,83A-41749,4.58,available,2026-06-07 09:35:14,2026-08-04 09:35:14
DRV000634,Dương Nam,0471280051,GPLX-85327138,Mazda,95A-35873,3.86,busy,2024-04-15 09:35:14,2026-08-03 09:35:14
DRV003442,Phan Minh,0596015511,GPLX-69407765,Honda,14A-24377,3.78,available,2022-05-13 09:35:14,2026-08-05 09:35:14
DRV001665,Võ Khánh,0713852383,GPLX-70766489,Mazda,56A-85927,3.54,offline,2025-06-16 09:35:14,2026-07-31 09:35:14
DRV001013,Phạm Dũng,0501895519,GPLX-29580551,Mazda,41A-91107,4.41,offline,2024-05-12 09:35:14,2026-08-05 09:35:14
DRV001932,Lê Khánh,0963056712,GPLX-62794127,Kia,57A-96615,4.06,available,2025-04-03 09:35:14,2026-08-04 09:35:14
DRV001151,Trần Long,0339184928,GPLX-75927618,Ford,59A-66721,4.99,available,2026-03-11 09:35:14,2026-08-06 09:35:14
DRV002839,Đỗ Nga,0970595558,GPLX-17598343,Mazda,86A-94238,3.73,busy,2022-07-12 09:35:14,2026-08-01 09:35:14
DRV003748,Ngô Nam,0380325242,GPLX-86184671,Mazda,23A-55318,4.19,available,2022-07-15 09:35:14,2026-08-03 09:35:14
DRV000117,Hoàng Phúc,0455142655,GPLX-26838147,Toyota,42A-11856,4.32,available,2022-11-08 09:35:14,2025-10-27 09:35:14
DRV000741,Võ Phong,0424436167,GPLX-54953443,Toyota,94A-31362,4.42,offline,2024-01-10 09:35:14,2026-08-06 09:35:14
DRV003685,Lê Tuấn,0963656625,GPLX-80094984,Toyota,64A-36941,3.52,offline,2022-01-17 09:35:14,2026-08-03 09:35:14
DRV001975,Đỗ Nam,0382821895,GPLX-18365422,Toyota,88A-96453,4.35,offline,2023-10-09 09:35:14,2026-08-04 09:35:14
DRV001082,Phạm Bình,0521966925,GPLX-22681117,Kia,26A-71687,3.89,suspended,2025-04-26 09:35:14,2026-08-02 09:35:14
DRV001811,Hồ Hùng,0626279327,GPLX-43449347,Mitsubishi,14A-54100,3.65,offline,2023-12-17 09:35:14,2026-08-02 09:35:14
DRV000831,Lê Nga,0756002696,GPLX-39493535,Kia,88A-98344,4.11,offline,2021-09-16 09:35:14,2026-08-02 09:35:14
DRV000120,Phạm Hà,0557397750,GPLX-40019532,Mitsubishi,56A-11215,4.23,available,2025-08-08 09:35:14,2026-08-05 09:35:14
DRV000657,Bùi Minh,0913085422,GPLX-56037987,Mazda,31A-13099,4.71,offline,2022-11-17 09:35:14,2026-08-01 09:35:14
DRV003643,Bùi Hùng,0888439713,GPLX-14201162,Mitsubishi,35A-10485,4.53,available,2023-09-08 09:35:14,2026-08-01 09:35:14
DRV003591,Lê Hải,0689541153,GPLX-51051988,Kia,20A-95673,4.28,available,2025-02-27 09:35:14,2026-08-06 09:35:14
DRV003914,Huỳnh Trung,0434108812,GPLX-13277719,Mitsubishi,56A-30097,3.55,available,2023-09-18 09:35:14,2026-08-05 09:35:14
DRV000636,Hồ Nam,0530481329,GPLX-41178827,Mitsubishi,63A-90840,4.08,available,2024-02-07 09:35:14,2026-07-31 09:35:14
DRV000370,Nguyễn Hùng,0312745865,GPLX-69216651,VinFast,49A-14100,4.3,offline,2024-03-01 09:35:14,2026-08-05 09:35:14
DRV000269,Dương Bình,0480638882,GPLX-62390685,VinFast,43A-61453,3.7,offline,2025-01-20 09:35:14,2026-08-04 09:35:14
DRV002704,Phạm Việt,0807379216,GPLX-40073944,VinFast,11A-82104,4.25,offline,2023-06-20 09:35:14,2026-08-03 09:35:14
DRV002984,Đỗ Phong,0758814945,GPLX-60901225,Hyundai,44A-20101,4.91,available,2023-05-22 09:35:14,2026-08-01 09:35:14
DRV002871,Hoàng An,0865490713,GPLX-58771630,Honda,52A-39106,3.54,busy,2023-12-24 09:35:14,2026-08-02 09:35:14
DRV002915,Trần Chiến,0791164177,GPLX-30844606,Hyundai,79A-68629,3.66,available,2024-01-06 09:35:14,2026-08-05 09:35:14
DRV000047,Dương Minh,0805548222,GPLX-37651629,Mitsubishi,70A-57520,4.52,available,2026-03-30 09:35:14,2026-08-05 09:35:14
DRV003422,Ngô Phúc,0887504121,GPLX-42142867,Toyota,17A-46697,4.12,busy,2022-06-29 09:35:14,2026-08-01 09:35:14
DRV003706,Đặng Hạnh,0485256580,GPLX-36657816,Hyundai,47A-86263,4.27,available,2024-03-30 09:35:14,2026-08-06 09:35:14
DRV000992,Dương Nga,0646700343,GPLX-41509302,Kia,75A-25317,4.32,available,2022-05-25 09:35:14,2026-08-02 09:35:14
DRV000877,Trần Dũng,0353453167,GPLX-68951399,Toyota,30A-29967,4.57,busy,2025-04-27 09:35:14,2026-08-05 09:35:14
DRV000774,Đặng Việt,0489505652,GPLX-68786438,Ford,65A-78738,3.84,available,2024-01-06 09:35:14,2026-08-04 09:35:14
DRV001220,Dương Dũng,0337959822,GPLX-80757631,Hyundai,92A-26445,4.07,available,2022-11-12 09:35:14,2026-08-04 09:35:14
DRV001127,Phạm Quân,0882894837,GPLX-53158950,Hyundai,NO-PLATE,3.76,offline,2023-08-12 09:35:14,2026-08-03 09:35:14
DRV000005,Bùi Hùng,0347643469,GPLX-66954773,Mitsubishi,79A-15704,4.63,offline,2023-04-19 09:35:14,2026-08-03 09:35:14
DRV003052,Ngô Sơn,0412021815,GPLX-36074105,Ford,33A-28616,4.41,available,2025-07-15 09:35:14,2026-08-05 09:35:14
DRV001596,Dương Mai,0877721160,GPLX-73145743,Kia,79A-19844,3.72,available,2025-07-23 09:35:14,2026-08-06 09:35:14
DRV003125,Huỳnh Hiếu,0701542510,GPLX-74840805,VinFast,22A-73532,3.7,available,2021-09-22 09:35:14,2026-08-02 09:35:14
DRV002312,Trần An,0532331247,GPLX-98911309,Mitsubishi,97A-66987,3.81,available,2023-09-18 09:35:14,2025-10-05 09:35:14
DRV003041,Hoàng Tuấn,0837237817,GPLX-25457726,Mazda,53A-63342,3.58,offline,2024-11-28 09:35:14,2026-08-04 09:35:14
DRV003836,Ngô Yến,0640813655,GPLX-36143875,Honda,58A-20957,3.73,available,2024-04-08 09:35:14,2026-08-06 09:35:14
DRV002492,Nguyễn Mai,0641261439,GPLX-67474107,Mazda,27A-80418,4.93,offline,2024-09-13 09:35:14,2026-08-03 09:35:14
DRV003051,Phan Ngọc,0352257636,GPLX-51736910,VinFast,76A-60236,4.46,available,2024-02-13 09:35:14,2026-08-01 09:35:14
DRV001078,Phạm Chiến,0767116503,GPLX-30782293,Mazda,49A-84887,4.38,offline,2024-10-07 09:35:14,2026-08-05 09:35:14
DRV000838,Dương Bình,0405941544,GPLX-38945516,VinFast,75A-54759,4.59,available,2022-10-19 09:35:14,2026-08-03 09:35:14
DRV000682,Đỗ Thảo,0923893330,GPLX-70446795,VinFast,39A-28051,3.63,offline,2023-07-28 09:35:14,2026-08-02 09:35:14
DRV001716,Huỳnh Phong,0336708502,GPLX-36331583,Ford,31A-49659,4.3,offline,2023-01-01 09:35:14,2026-08-06 09:35:14
DRV002353,Đặng Phong,0552526160,GPLX-62981093,Honda,46A-84149,3.72,available,2022-03-26 09:35:14,2026-08-01 09:35:14
DRV003414,Bùi Trung,0668888686,GPLX-64160574,Mitsubishi,56A-38158,4.23,available,2022-06-17 09:35:14,2026-08-03 09:35:14
DRV002618,Trần Bình,0915399323,GPLX-62645501,Ford,14A-15302,4.03,busy,2022-11-02 09:35:14,2026-08-04 09:35:14
DRV002362,Bùi Trang,0567342117,GPLX-18540104,Hyundai,59A-22357,3.95,available,2026-05-15 09:35:14,2026-07-31 09:35:14
DRV002198,Huỳnh Vân,0794462790,GPLX-79041894,Kia,49A-33232,4.17,offline,2026-06-27 09:35:14,2026-08-03 09:35:14
DRV001149,Vũ Mai,0855976478,GPLX-93480288,Kia,67A-87892,3.89,offline,2023-10-13 09:35:14,2026-07-31 09:35:14
DRV003262,Đỗ Thảo,0406656242,GPLX-84997630,Kia,66A-46238,3.95,available,2023-03-09 09:35:14,2026-08-05 09:35:14
DRV000575,Dương Khánh,0850251130,GPLX-52692576,VinFast,48A-51803,4.15,busy,2025-06-05 09:35:14,2026-07-31 09:35:14
DRV000051,Hồ Sơn,0846518014,GPLX-29399608,Honda,57A-87778,4.02,available,2022-03-16 09:35:14,2026-07-31 09:35:14
DRV000854,Huỳnh An,0935506513,GPLX-92143592,Toyota,18A-12523,4.94,available,2023-12-10 09:35:14,2026-08-04 09:35:14
DRV001983,Bùi An,0686441307,GPLX-27977847,Hyundai,69A-16281,3.66,busy,2022-05-29 09:35:14,2026-07-31 09:35:14
DRV002775,Nguyễn Nga,0813753128,GPLX-59606246,Toyota,19A-46438,3.55,available,2024-11-22 09:35:14,2026-08-04 09:35:14
DRV001824,Hoàng Nam,0710314436,GPLX-45935261,Ford,87A-34526,3.91,available,2025-03-09 09:35:14,2025-10-15 09:35:14
DRV000834,Phạm Bình,0942165467,GPLX-50639086,Kia,64A-18268,3.5,offline,2025-07-04 09:35:14,2026-08-02 09:35:14
DRV003426,Võ Minh,0353974932,GPLX-92285839,Hyundai,23A-21322,4.27,busy,2024-09-26 09:35:14,2026-08-01 09:35:14
DRV001116,Lê Tuấn,0605065904,GPLX-40216913,Honda,34A-63932,3.59,offline,2022-08-26 09:35:14,2026-08-01 09:35:14
DRV001167,Huỳnh Việt,0545466353,GPLX-93215582,Kia,74A-42522,4.34,available,2023-01-25 09:35:14,2026-08-06 09:35:14
DRV002519,Bùi Long,0485505225,GPLX-31468994,Mazda,46A-32338,4.92,offline,2023-01-21 09:35:14,2026-08-04 09:35:14
DRV001907,Vũ Mai,0929104493,GPLX-12859150,Ford,34A-77334,3.54,available,2022-03-03 09:35:14,2026-08-03 09:35:14
DRV000972,Ngô Mai,0852719529,GPLX-11530448,Honda,34A-40024,4.81,available,2024-09-02 09:35:14,2026-08-05 09:35:14
DRV002702,Ngô Việt,0932801742,GPLX-84118804,Ford,92A-86414,4.5,offline,2023-09-04 09:35:14,2026-08-03 09:35:14
DRV000400,Dương Ngọc,0719834341,GPLX-53271538,Hyundai,56A-40476,4.27,busy,2022-12-16 09:35:14,2026-08-03 09:35:14
DRV002560,Hoàng Nga,0523998464,GPLX-77554458,Honda,50A-50193,4.63,offline,2025-05-11 09:35:14,2026-08-03 09:35:14
DRV002369,Trần Hùng,0739533997,GPLX-59416882,Hyundai,39A-15707,4.01,busy,2026-01-17 09:35:14,2026-08-05 09:35:14
DRV000020,Hoàng Hiếu,0770842573,GPLX-94103360,Kia,27A-74352,4.14,available,2024-03-29 09:35:14,2026-07-31 09:35:14
DRV000685,Dương Hoàng,0597589218,GPLX-72392987,Toyota,31A-34619,4.51,available,2026-05-07 09:35:14,2026-08-03 09:35:14
DRV000036,Phạm Quân,0400284192,GPLX-24949915,Toyota,26A-10792,4.13,available,2026-04-29 09:35:14,2026-08-03 09:35:14
DRV002951,Nguyễn Dũng,0918660872,GPLX-97154409,Kia,55A-60617,3.65,busy,2025-09-23 09:35:14,2026-08-05 09:35:14
DRV003781,Đặng Thảo,0683423477,GPLX-35445140,Hyundai,52A-31964,4.12,busy,2025-01-20 09:35:14,2026-08-03 09:35:14
DRV002876,Bùi Tuấn,0853369296,GPLX-82956301,Mitsubishi,98A-54423,4.08,offline,2022-06-06 09:35:14,2026-08-06 09:35:14
DRV000525,Đặng Minh,0362818754,GPLX-30970383,Mazda,69A-80421,4.86,offline,2023-11-23 09:35:14,2026-08-05 09:35:14
DRV002456,Đặng Yến,0487181407,GPLX-39651146,VinFast,73A-23967,4.17,available,2025-07-21 09:35:14,2026-08-06 09:35:14
DRV000921,Dương Phong,0598965478,GPLX-32452271,Hyundai,42A-58260,4.25,available,2021-08-21 09:35:14,2026-08-06 09:35:14
DRV001842,Nguyễn Hiếu,0566124892,GPLX-11828750,Hyundai,58A-87491,4.14,busy,2025-10-19 09:35:14,2026-08-03 09:35:14
DRV001891,Ngô Hà,0341563390,GPLX-56893565,Mazda,73A-38172,4.28,available,2022-09-23 09:35:14,2026-08-06 09:35:14
DRV000538,Phan Hiếu,0675536844,GPLX-82478202,Hyundai,25A-25628,4.75,available,2022-12-25 09:35:14,2026-08-03 09:35:14
DRV002807,Đặng Vân,PHONE_ERROR,GPLX-89654644,Mazda,59A-61086,3.81,offline,2025-05-12 09:35:14,2026-08-01 09:35:14
DRV001706,Vũ Mai,0471410152,GPLX-37230768,Kia,46A-11231,4.52,available,2026-02-25 09:35:14,2026-08-01 09:35:14
DRV003911,Huỳnh Thảo,0979399496,GPLX-93610272,Mitsubishi,18A-99275,4.27,busy,2024-05-17 09:35:14,2026-08-01 09:35:14
DRV003111,Hoàng Khánh,0550547772,GPLX-87495094,Mazda,83A-36507,4.24,busy,2021-12-18 09:35:14,2026-08-01 09:35:14
DRV003248,Vũ Việt,0514908452,GPLX-98619250,Toyota,70A-22707,3.64,available,2023-08-12 09:35:14,2026-08-05 09:35:14
DRV000246,Nguyễn Tuấn,0378686094,GPLX-93427374,Honda,65A-92243,4.94,offline,2022-11-11 09:35:14,2026-08-03 09:35:14
DRV003465,Võ Hạnh,0578425360,GPLX-31806700,Mazda,15A-97946,4.62,busy,2025-10-05 09:35:14,2026-07-31 09:35:14
DRV003176,Lê Hà,0807264898,GPLX-21539677,Honda,41A-51601,4.67,offline,2025-04-27 09:35:14,2026-08-02 09:35:14
DRV000785,Bùi Phong,0415908888,GPLX-88692241,Hyundai,59A-62408,3.78,available,2024-03-28 09:35:14,2026-08-04 09:35:14
DRV001410,Hoàng Trang,0860854574,GPLX-68565760,VinFast,13A-13721,4.08,available,2022-02-03 09:35:14,2026-03-29 09:35:14
DRV002538,Phan Hải,0668595354,GPLX-31930827,Hyundai,23A-33460,3.7,offline,2022-11-24 09:35:14,2026-08-02 09:35:14
DRV000155,Phan Hải,0366443573,GPLX-65594158,Kia,72A-82064,4.32,available,2022-07-20 09:35:14,2026-08-05 09:35:14
DRV003010,Hồ Phúc,0600343012,GPLX-64199363,Hyundai,27A-27677,3.78,available,2025-12-02 09:35:14,2026-07-31 09:35:14
DRV001687,Dương Nga,0588778153,GPLX-38157359,Mazda,76A-56214,3.77,busy,2022-08-20 09:35:14,2026-08-04 09:35:14
DRV002902,Phan Hiếu,0544421878,GPLX-25646382,Ford,62A-23759,4.29,available,2022-10-09 09:35:14,2026-07-31 09:35:14
DRV003360,Đỗ Hiếu,0542429939,GPLX-65163929,Hyundai,20A-41794,3.82,available,2025-07-09 09:35:14,2026-08-01 09:35:14
DRV000626,Bùi Yến,0905277123,GPLX-27786636,Kia,22A-40445,4.32,offline,2026-05-06 09:35:14,2026-07-31 09:35:14
DRV002734,Ngô Phúc,0921211871,GPLX-13363652,Ford,58A-81544,4.97,offline,2022-11-16 09:35:14,2026-08-04 09:35:14
DRV003841,Vũ Hải,0572431706,GPLX-89965520,Hyundai,13A-72243,4.48,busy,2024-01-05 09:35:14,2026-07-31 09:35:14
DRV001347,Bùi Minh,0745406933,GPLX-15094300,Kia,87A-60549,4.65,available,2024-02-04 09:35:14,2026-08-06 09:35:14
DRV000570,Hồ Vân,0510248774,GPLX-23669502,Hyundai,97A-19170,3.55,offline,2022-08-21 09:35:14,2026-08-06 09:35:14
DRV003915,Phan Tuấn,0346511369,GPLX-98898159,VinFast,61A-61564,4.23,offline,2025-07-30 09:35:14,2026-08-05 09:35:14
DRV001759,Vũ Hà,0696026574,GPLX-55156713,Mitsubishi,28A-29048,4.64,available,2025-11-09 09:35:14,2026-08-05 09:35:14
DRV001817,Lê Hiếu,0551289540,GPLX-88425868,VinFast,29A-21384,4.01,suspended,2026-03-17 09:35:14,2026-07-31 09:35:14
DRV002066,Dương Giang,0382870244,GPLX-64610151,Ford,40A-21779,4.54,available,2022-12-24 09:35:14,2026-08-06 09:35:14
DRV000128,Hoàng Hải,0532264919,GPLX-12534165,Toyota,90A-57997,3.64,offline,2025-12-15 09:35:14,2026-07-31 09:35:14
DRV003395,Đặng Giang,0755392597,GPLX-79506395,Ford,41A-94155,3.62,offline,2023-04-15 09:35:14,2026-08-06 09:35:14
DRV003328,Đặng Hùng,0857684049,GPLX-90644645,Ford,24A-81885,4.69,available,2023-05-21 09:35:14,2026-08-01 09:35:14
DRV003977,Ngô Sơn,0939787129,GPLX-50935120,VinFast,17A-29743,4.63,available,2025-11-15 09:35:14,2026-08-06 09:35:14
DRV002007,Nguyễn Sơn,0397439767,GPLX-27689569,VinFast,29A-76724,4.6,available,2022-02-27 09:35:14,2026-08-02 09:35:14
DRV002976,Bùi Trung,0317127145,GPLX-65708651,VinFast,37A-97697,3.96,busy,2025-09-30 09:35:14,2026-08-02 09:35:14
DRV000981,Đỗ Việt,0704239319,GPLX-20684497,Mitsubishi,37A-20420,4.37,busy,2022-09-21 09:35:14,2026-08-06 09:35:14
DRV003973,Dương Yến,0939070910,GPLX-45447034,Hyundai,41A-30754,4.09,offline,2026-03-14 09:35:14,2026-08-06 09:35:14
DRV000191,Lê Hoàng,0469483603,GPLX-91691787,Kia,61A-25844,3.99,busy,2024-04-25 09:35:14,2026-08-04 09:35:14
DRV001140,Ngô Hiếu,0608395367,GPLX-97286630,Hyundai,94A-81167,3.58,available,2023-09-01 09:35:14,2026-08-03 09:35:14
DRV000993,Nguyễn Vân,0448421158,GPLX-34455866,VinFast,79A-33893,4.13,available,2022-10-18 09:35:14,2025-11-23 09:35:14
DRV000700,Đỗ Nam,0471967639,GPLX-35884294,VinFast,41A-19234,3.96,busy,2022-02-09 09:35:14,2026-08-02 09:35:14
DRV003656,Võ Minh,0813563537,GPLX-52435053,Mitsubishi,40A-31107,4.58,offline,2023-12-29 09:35:14,2026-08-02 09:35:14
DRV000607,Dương Trang,0423729291,GPLX-61068890,Hyundai,32A-62522,4.41,available,2025-02-09 09:35:14,2026-08-02 09:35:14
DRV000181,Hoàng Hạnh,0688384588,INVALID_LICENSE,Hyundai,57A-47119,4.92,offline,2024-02-14 09:35:14,2026-08-03 09:35:14
DRV000302,Vũ An,0657871811,GPLX-41037276,Hyundai,32A-98143,4.35,offline,2026-04-17 09:35:14,2026-08-05 09:35:14
DRV002545,Bùi Thảo,0608557478,GPLX-89576504,VinFast,47A-99967,4.55,offline,2025-07-23 09:35:14,2026-08-01 09:35:14
DRV003692,Vũ Trang,0519091682,GPLX-50127721,Hyundai,55A-32451,4.48,available,2026-06-09 09:35:14,2026-08-06 09:35:14
DRV003707,Võ Bình,0623572414,GPLX-70668805,VinFast,13A-94735,4.92,available,2024-11-10 09:35:14,2026-08-05 09:35:14
DRV001061,Vũ Phúc,0649576457,GPLX-63229244,Hyundai,60A-20859,3.95,available,2026-06-30 09:35:14,2026-08-05 09:35:14
DRV003768,Ngô Mai,0606790608,GPLX-27195229,Toyota,96A-88425,4.75,busy,2024-10-30 09:35:14,2026-08-02 09:35:14
DRV003843,Lê Mai,0590468355,GPLX-59865562,Kia,56A-75765,3.86,offline,2021-11-25 09:35:14,2026-08-06 09:35:14
DRV002566,Trần Linh,0556505379,GPLX-82524827,Hyundai,75A-92055,4.65,available,2024-02-12 09:35:14,2026-08-02 09:35:14
DRV003993,Đặng Khánh,0499188529,GPLX-17441722,Kia,49A-28365,4.82,available,2023-03-22 09:35:14,2026-07-31 09:35:14
DRV001070,Hồ Dũng,0997928777,GPLX-35772026,Toyota,78A-97375,4.89,offline,2023-06-10 09:35:14,2026-08-01 09:35:14
DRV002525,Võ Bình,0527615767,GPLX-27238511,Ford,62A-95721,4.55,available,2021-11-30 09:35:14,2026-07-31 09:35:14
DRV002206,Phan Phong,0592206743,GPLX-11942218,Kia,88A-64190,3.51,available,2025-12-24 09:35:14,2026-08-01 09:35:14
DRV001244,Trần Hà,0538451532,GPLX-23505498,Mitsubishi,53A-75753,4.13,available,2024-06-15 09:35:14,2026-07-31 09:35:14
DRV003244,Lê Vân,PHONE_ERROR,GPLX-26492064,Mazda,22A-31797,4.55,available,2022-01-30 09:35:14,2026-08-05 09:35:14
DRV000017,Bùi Yến,0790751588,GPLX-83807685,Mitsubishi,64A-71277,4.39,offline,2026-03-27 09:35:14,2026-08-02 09:35:14
DRV003121,Đặng Hải,0663466744,GPLX-50248756,Hyundai,12A-53982,4.72,offline,2024-09-03 09:35:14,2026-08-04 09:35:14
DRV003980,Đỗ Linh,0321830011,GPLX-32524075,Kia,17A-92409,3.94,offline,2026-06-13 09:35:14,2026-07-31 09:35:14
DRV000547,Dương Linh,0823123338,GPLX-78047935,Kia,22A-94963,4.18,offline,2024-04-18 09:35:14,2026-08-02 09:35:14
DRV000659,Vũ Thảo,0340304270,GPLX-70623583,Ford,83A-33744,4.34,available,2024-11-05 09:35:14,2026-02-05 09:35:14
DRV003607,Phan Hà,0660981785,GPLX-39764606,Toyota,52A-93392,4.8,offline,2023-03-16 09:35:14,2026-08-03 09:35:14
DRV003068,Võ Nam,0962285636,GPLX-70970368,Honda,42A-25464,4.51,available,2025-07-13 09:35:14,2026-08-04 09:35:14
DRV003650,Nguyễn Minh,0857468599,GPLX-10346675,VinFast,75A-55339,3.53,busy,2025-01-10 09:35:14,2026-08-01 09:35:14
DRV001505,Huỳnh Chiến,0806665507,GPLX-12972507,Mitsubishi,70A-29848,3.84,busy,2025-06-25 09:35:14,2026-08-04 09:35:14
DRV000960,Bùi Tuấn,0576904796,GPLX-60313473,Mazda,74A-64012,4.42,available,2023-05-25 09:35:14,2026-08-04 09:35:14
DRV002927,Trần Quân,0853219976,GPLX-26839884,VinFast,79A-26896,4.08,available,2022-01-16 09:35:14,2026-07-31 09:35:14
DRV002332,Đặng Vân,0339335001,GPLX-60372721,Mitsubishi,76A-46942,4.09,offline,2024-07-30 09:35:14,2026-08-04 09:35:14
DRV000798,Ngô Thảo,0941983968,GPLX-39307679,Mitsubishi,84A-59400,4.05,busy,2025-06-16 09:35:14,2026-08-06 09:35:14
DRV003349,Hoàng Hà,0645413249,GPLX-87250845,VinFast,91A-10635,4.82,available,2025-03-17 09:35:14,2026-08-06 09:35:14
DRV000226,Võ Hùng,0730334835,GPLX-10192255,Kia,28A-29573,4.74,busy,2026-04-29 09:35:14,2026-08-05 09:35:14
DRV002075,Huỳnh Linh,0638111381,GPLX-59045408,Ford,57A-78198,4.39,busy,2022-08-11 09:35:14,2026-08-03 09:35:14
DRV003355,Lê Linh,0811328613,GPLX-70338523,Ford,25A-10984,3.64,offline,2025-05-09 09:35:14,2026-08-01 09:35:14
DRV001800,Đỗ Hiếu,0511607160,GPLX-77728236,Toyota,20A-70676,3.52,suspended,2022-12-03 09:35:14,2026-08-03 09:35:14
DRV002486,Vũ Trung,0566408450,GPLX-73690139,Mazda,67A-29529,4.26,busy,2021-10-23 09:35:14,2026-07-31 09:35:14
DRV003956,Hồ Hạnh,0694260734,GPLX-54295012,Hyundai,17A-32582,3.96,offline,2023-06-15 09:35:14,2026-08-06 09:35:14
DRV003437,Huỳnh Bình,0957822053,GPLX-77332092,Hyundai,75A-25161,3.92,available,2023-02-15 09:35:14,2026-08-03 09:35:14
DRV002278,Hoàng Minh,0680703483,GPLX-23679818,Mazda,92A-62974,4.18,busy,2022-01-31 09:35:14,2026-08-01 09:35:14
DRV002086,Bùi Minh,0858670133,GPLX-21414798,Mazda,38A-60165,4.55,offline,2023-02-12 09:35:14,2026-07-31 09:35:14
DRV001694,Lê Trung,0639906911,GPLX-69413002,Honda,48A-64847,4.41,busy,2023-01-25 09:35:14,2026-08-02 09:35:14
DRV002798,Phạm Giang,0965861681,GPLX-22474727,VinFast,75A-26933,4.51,busy,2022-07-01 09:35:14,2026-07-31 09:35:14
DRV001046,Vũ Chiến,0799552793,GPLX-45049754,Honda,65A-44330,3.84,busy,2021-10-17 09:35:14,2026-08-02 09:35:14
DRV003447,Dương Thảo,0350840356,GPLX-86120898,Toyota,18A-76940,4.72,available,2021-11-19 09:35:14,2026-08-06 09:35:14
DRV000470,Hồ Yến,0597933047,GPLX-53605582,VinFast,18A-34740,3.97,available,2024-09-16 09:35:14,2026-08-03 09:35:14
DRV000955,Ngô Phong,0699685156,GPLX-93701662,Toyota,90A-39793,4.24,offline,2023-05-21 09:35:14,2026-08-02 09:35:14
DRV003976,Trần Sơn,0810292051,GPLX-89849052,Ford,75A-26696,4.88,offline,2026-05-11 09:35:14,2026-08-06 09:35:14
